Is Captain(1=yes),Is Wktkeeper(1=Yes),Nationality(1=Overseas),Name,Team,IPL 4 Franchise,Player cost USD,matches,innings played,no,runs scored,highest score,Is star batsman,Is batsman,Batting avg,Balls faced,Strike rate,100 runs made,50 runs made,4s,6s,Catches per match,Catches taken,stumping made,Is bowler?,Number of balls bowled,runs given,Is star bowler,wkts taken,Bowling average,Bowling econ,sr,4w,5w,Retained,matches_bat_ipl,total_runs_scored_ipl,balls_faced_ipl,batting_avg_ipl,highest_score_ipl,strike_rate_ipl,centuries_ipl,half_centuries_ipl,fours_ipl,sixes_ipl,matches_bowl_ipl,balls_bowled_ipl,total_runs_given_ipl,wickets_taken_ipl,bowling_avg_ipl,economy_ipl,3wickets_ipl
0.0,0.0,0,Ashok Dinda,India,Delhi Daredevils,375000.0,50.0,11.0,4.0,25.0,19,0.0,0.0,3.57,37.0,67.56,0.0,0.0,1.0,0.0,0.1,5.0,0.0,1.0,949.0,1099.0,0.0,48.0,22.89,6.94,19.7,1.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,144.0,147.0,12.0,21.0,6.494211352557218,2.0
0.0,0.0,1,Brett Lee,Australia,Kolkata Knight Riders,400000.0,55.0,29.0,14.0,235.0,48,0.0,0.0,15.66,181.0,129.83,0.0,0.0,18.0,12.0,0.3272727272727273,18.0,0.0,1.0,1206.0,1447.0,0.0,44.0,32.88,7.19,27.4,0.0,0.0,0,3.0,11.0,11.0,3.6666666666666665,7.0,97.22222222222223,0.0,0.0,1.0,0.0,4.0,91.0,137.0,0.0,34.25,8.823235294117648,0.0
0.0,0.0,0,Murali Kartik,India,Pune Warriors,400000.0,97.0,28.0,13.0,223.0,28,0.0,0.0,14.86,216.0,103.24,0.0,0.0,17.0,3.0,0.28865979381443296,28.0,0.0,1.0,2038.0,2260.0,0.0,77.0,29.35,6.65,26.4,0.0,1.0,0,2.0,22.0,22.0,11.0,21.0,77.5,0.0,0.0,2.0,0.0,10.0,238.0,249.0,10.0,24.9,6.261666666666668,0.0
0.0,0.0,1,Shaun Marsh,Australia,Kings XI Punjab,400000.0,56.0,55.0,7.0,2135.0,115,0.0,1.0,44.47,1552.0,137.56,2.0,16.0,200.0,85.0,0.35714285714285715,20.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0,4.0,147.0,117.0,36.75,88.0,72.5311911487759,0.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1,Stuart Broad,England,Kings XI Punjab,400000.0,45.0,14.0,6.0,45.0,10,0.0,0.0,5.62,45.0,100.0,0.0,0.0,3.0,1.0,0.3111111111111111,14.0,0.0,1.0,978.0,1101.0,0.0,55.0,20.01,6.75,17.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,VVS Laxman,India,Kochi,400000.0,25.0,25.0,3.0,491.0,78,0.0,1.0,22.31,428.0,114.71,0.0,3.0,57.0,8.0,0.16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,64.0,62.0,10.666666666666666,22.0,100.68542568542568,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1,Brad Hodge,Australia,Kochi,425000.0,127.0,124.0,19.0,3690.0,106,1.0,1.0,35.14,2917.0,126.49,2.0,24.0,394.0,89.0,0.3464566929133858,44.0,0.0,1.0,906.0,1142.0,0.0,56.0,20.39,7.56,16.1,3.0,0.0,0,4.0,99.0,95.0,24.75,50.0,80.1496662494785,0.0,1.0,11.0,1.0,4.0,30.0,41.0,2.0,10.25,8.5,0.0
0.0,0.0,1,Michael Hussey,Australia,Chennai Super Kings,425000.0,60.0,52.0,13.0,1633.0,116,1.0,1.0,41.87,1272.0,128.38,1.0,11.0,152.0,40.0,0.5666666666666667,34.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,3.0,37.0,44.0,12.333333333333336,15.0,83.13131313131315,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1,Shakib Al Hasan,Bangladesh,Kolkata Knight Riders,425000.0,40.0,36.0,1.0,432.0,47,0.0,1.0,12.34,409.0,105.62,0.0,0.0,33.0,9.0,0.35,14.0,0.0,1.0,885.0,978.0,0.0,55.0,17.78,6.63,16.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,Ishant Sharma,India,Deccan Chargers,450000.0,58.0,19.0,15.0,45.0,9,0.0,0.0,11.25,54.0,83.33,0.0,0.0,3.0,1.0,0.1724137931034483,10.0,0.0,1.0,1221.0,1562.0,0.0,43.0,36.32,7.67,28.3,0.0,1.0,0,2.0,6.0,17.0,3.0,6.0,20.0,0.0,0.0,0.0,0.0,7.0,160.0,225.0,7.0,32.142857142857146,8.725604395604394,0.0
0.0,1.0,1,Brendon McCullum,New Zealand,Kochi,475000.0,112.0,111.0,13.0,3073.0,158,1.0,1.0,31.35,2252.0,136.45,3.0,15.0,309.0,132.0,0.4553571428571429,51.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,114.0,117.0,22.8,57.0,76.65844940219401,0.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,Manoj Tiwary,India,Kolkata Knight Riders,475000.0,60.0,54.0,15.0,1350.0,75,0.0,1.0,34.61,1139.0,118.52,0.0,8.0,112.0,35.0,0.4666666666666667,28.0,0.0,0.0,216.0,262.0,0.0,10.0,26.2,7.27,21.6,0.0,0.0,0,11.0,237.0,192.0,21.545454545454547,75.0,97.2699449673134,0.0,2.0,23.0,5.0,1.0,7.0,10.0,1.0,10.0,8.571428571428571,0.0
0.0,0.0,1,Morne Morkel,South Africa,Delhi Daredevils,475000.0,56.0,17.0,10.0,76.0,16,0.0,0.0,10.85,78.0,97.43,0.0,0.0,6.0,2.0,0.14285714285714285,8.0,0.0,1.0,1192.0,1401.0,0.0,59.0,23.74,7.05,20.2,2.0,0.0,0,2.0,9.0,16.0,4.5,7.0,61.111111111111114,0.0,0.0,1.0,0.0,2.0,46.0,62.0,0.0,31.0,8.09090909090909,0.0
0.0,0.0,0,Vinay Kumar,India,Kochi,475000.0,64.0,33.0,9.0,235.0,25,0.0,0.0,9.79,197.0,119.28,0.0,0.0,15.0,9.0,0.203125,13.0,0.0,1.0,1254.0,1649.0,0.0,64.0,25.76,7.88,19.5,1.0,0.0,0,5.0,27.0,35.0,5.4,10.0,78.71794871794873,0.0,0.0,1.0,0.0,14.0,284.0,389.0,19.0,27.785714285714285,8.322848467322151,3.0
0.0,0.0,1,Albie Morkel (retained),South Africa,Chennai Super Kings,500000.0,154.0,126.0,45.0,2259.0,71,0.0,1.0,27.88,1586.0,142.43,0.0,6.0,156.0,126.0,0.2077922077922078,32.0,0.0,1.0,2622.0,3508.0,0.0,128.0,27.4,8.02,20.4,2.0,0.0,1,11.0,199.0,135.0,18.09090909090909,62.0,122.18360071301248,0.0,1.0,10.0,13.0,14.0,295.0,392.0,14.0,28.0,7.5227753206545795,1.0
0.0,0.0,1,Graeme Smith,South Africa,Pune Warriors,500000.0,79.0,79.0,6.0,2258.0,105,1.0,1.0,30.93,1819.0,124.13,1.0,11.0,280.0,48.0,0.4430379746835443,35.0,0.0,0.0,96.0,148.0,0.0,4.0,37.0,9.25,24.0,0.0,0.0,0,2.0,44.0,40.0,22.0,26.0,109.09090909090908,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,L Balaji,India,Kolkata Knight Riders,500000.0,56.0,12.0,5.0,27.0,15,0.0,0.0,3.85,40.0,67.5,0.0,0.0,1.0,1.0,0.14285714285714285,8.0,0.0,1.0,1091.0,1439.0,0.0,57.0,25.24,7.91,19.1,1.0,1.0,0,3.0,18.0,20.0,6.0,15.0,62.5,0.0,0.0,1.0,1.0,7.0,147.0,192.0,10.0,27.42857142857143,7.312715855572997,1.0
0.0,0.0,1,Lasith Malinga (retained),Sri Lanka,Mumbai Indians,500000.0,88.0,24.0,12.0,76.0,27,0.0,0.0,6.33,85.0,89.41,0.0,0.0,3.0,4.0,0.2840909090909091,25.0,0.0,1.0,1885.0,2111.0,1.0,114.0,18.51,6.71,16.5,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,13.0,310.0,320.0,17.0,24.615384615384613,6.287498254254108,3.0
0.0,0.0,0,Pragyan Ojha,India,Deccan Chargers,500000.0,67.0,19.0,10.0,32.0,11,0.0,0.0,3.55,35.0,91.42,0.0,0.0,0.0,2.0,0.19402985074626866,13.0,0.0,1.0,1411.0,1638.0,1.0,83.0,19.73,6.96,17.0,1.0,0.0,0,3.0,3.0,8.0,1.0,2.0,41.66666666666667,0.0,0.0,0.0,0.0,16.0,360.0,418.0,22.0,26.125,7.066760887377306,1.0
0.0,0.0,0,Rahul Dravid,India,Rajasthan Royals,500000.0,66.0,59.0,6.0,1530.0,75,0.0,1.0,28.86,1303.0,117.42,0.0,7.0,174.0,22.0,0.19696969696969696,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.0,256.0,203.0,23.272727272727273,52.0,125.02508854781584,0.0,1.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,RP Singh,India,Kochi,500000.0,78.0,36.0,17.0,93.0,18,0.0,0.0,4.89,113.0,82.3,0.0,0.0,4.0,2.0,0.38461538461538464,30.0,0.0,1.0,1704.0,2129.0,1.0,92.0,23.14,7.49,18.5,3.0,1.0,0,5.0,9.0,20.0,1.8,4.0,59.00000000000001,0.0,0.0,0.0,0.0,12.0,266.0,354.0,14.0,29.5,8.191139601139602,2.0
1.0,0.0,1,Daniel Vettori,New Zealand,Royal Challengers Bangalore,550000.0,70.0,47.0,14.0,692.0,57,0.0,1.0,20.96,578.0,119.72,0.0,1.0,59.0,14.0,0.37142857142857133,26.0,0.0,1.0,1592.0,1632.0,1.0,79.0,20.65,6.15,20.1,1.0,0.0,0,3.0,33.0,28.0,11.0,19.0,111.06442577030809,0.0,0.0,4.0,0.0,3.0,72.0,95.0,3.0,31.66666666666667,7.914202898550724,0.0
0.0,0.0,1,Dirk Nannes,Australia,Royal Challengers Bangalore,650000.0,117.0,17.0,12.0,42.0,12,0.0,0.0,8.4,47.0,89.36,0.0,0.0,3.0,1.0,0.1452991452991453,17.0,0.0,1.0,2566.0,3022.0,1.0,153.0,19.75,7.06,16.7,5.0,1.0,0,2.0,4.0,13.0,2.0,3.0,38.63636363636363,0.0,0.0,0.0,0.0,9.0,218.0,209.0,11.0,23.222222222222218,5.7735716135716135,0.0
0.0,0.0,1,Kevin Pietersen,England,Deccan Chargers,650000.0,62.0,61.0,7.0,1733.0,79,1.0,1.0,32.09,1249.0,138.75,0.0,9.0,171.0,50.0,0.3870967741935484,24.0,0.0,0.0,324.0,425.0,0.0,17.0,25.0,7.87,19.0,0.0,0.0,0,7.0,236.0,159.0,33.714285714285715,66.0,143.56684506833585,0.0,2.0,23.0,8.0,6.0,60.0,77.0,3.0,12.833333333333336,8.166666666666666,0.0
0.0,1.0,1,Tillakaratne Dilshan,Sri Lanka,Royal Challengers Bangalore,650000.0,88.0,85.0,11.0,1873.0,96,0.0,1.0,25.31,1556.0,120.37,0.0,13.0,222.0,40.0,0.4318181818181818,38.0,3.0,0.0,505.0,599.0,0.0,18.0,33.27,7.11,28.0,0.0,0.0,0,6.0,44.0,55.0,7.333333333333332,17.0,56.794871794871796,0.0,0.0,6.0,0.0,4.0,49.0,70.0,3.0,17.5,9.899038461538463,0.0
0.0,0.0,0,Cheteshwar Pujara,India,Royal Challengers Bangalore,700000.0,25.0,17.0,3.0,304.0,45,0.0,1.0,21.71,272.0,111.76,0.0,0.0,35.0,5.0,0.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,122.0,119.0,20.33333333333333,45.0,103.92328042328043,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1,Doug Bollinger,Australia,Chennai Super Kings,700000.0,48.0,4.0,3.0,23.0,16,0.0,0.0,23.0,23.0,100.0,0.0,0.0,2.0,1.0,0.2708333333333333,13.0,0.0,1.0,1016.0,1249.0,0.0,54.0,23.12,7.37,18.8,1.0,0.0,0,2.0,18.0,17.0,9.0,16.0,90.4761904761905,0.0,0.0,1.0,1.0,8.0,193.0,199.0,13.0,24.875,6.24625,1.0
1.0,1.0,1,Kumar Sangakkara,Sri Lanka,Deccan Chargers,700000.0,95.0,91.0,7.0,2583.0,94,1.0,1.0,30.75,2028.0,127.36,0.0,17.0,293.0,44.0,0.631578947368421,60.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0,357.0,260.0,29.75,56.0,130.8843569428247,0.0,2.0,47.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,Munaf Patel,India,Mumbai Indians,700000.0,48.0,10.0,5.0,37.0,23,0.0,0.0,7.4,33.0,112.12,0.0,0.0,5.0,0.0,0.20833333333333331,10.0,0.0,1.0,997.0,1219.0,0.0,57.0,21.38,7.33,17.4,0.0,1.0,0,2.0,4.0,5.0,2.0,4.0,66.66666666666666,0.0,0.0,0.0,0.0,4.0,78.0,118.0,5.0,29.5,8.9375,0.0
0.0,0.0,0,Venugopal Rao,India,Delhi Daredevils,700000.0,61.0,55.0,8.0,1072.0,71,0.0,1.0,22.8,875.0,122.51,0.0,6.0,80.0,41.0,0.2459016393442623,15.0,0.0,0.0,282.0,406.0,0.0,8.0,50.75,8.63,35.2,0.0,0.0,0,4.0,34.0,44.0,8.5,24.0,62.5,0.0,0.0,3.0,1.0,1.0,6.0,10.0,0.0,10.0,10.0,0.0
0.0,0.0,1,David Warner,Australia,Delhi Daredevils,750000.0,105.0,105.0,5.0,2836.0,107,0.0,1.0,28.36,2034.0,139.42,1.0,18.0,296.0,114.0,0.42857142857142855,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.0,282.0,195.0,25.63636363636364,107.0,109.32277318640956,1.0,2.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,Abhishek Nayar,India,Kings XI Punjab,800000.0,46.0,38.0,8.0,653.0,57,0.0,1.0,21.76,522.0,125.09,0.0,1.0,54.0,25.0,0.2826086956521739,13.0,0.0,0.0,241.0,348.0,0.0,9.0,38.66,8.66,26.7,0.0,0.0,0,3.0,58.0,51.0,19.33333333333333,27.0,118.21326821326821,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,Praveen Kumar,India,Kings XI Punjab,800000.0,69.0,38.0,12.0,342.0,76,0.0,1.0,13.15,283.0,120.84,0.0,1.0,27.0,17.0,0.13043478260869565,9.0,0.0,1.0,1462.0,1853.0,0.0,61.0,30.37,7.6,23.9,0.0,0.0,0,3.0,4.0,8.0,1.3333333333333333,3.0,36.66666666666667,0.0,0.0,0.0,0.0,12.0,288.0,358.0,12.0,29.83333333333333,7.60114292140608,1.0
0.0,0.0,1,Andrew Symonds,Australia,Mumbai Indians,850000.0,89.0,81.0,18.0,2115.0,117,1.0,1.0,33.57,1422.0,148.73,2.0,12.0,190.0,83.0,0.4719101123595506,42.0,0.0,1.0,1225.0,1641.0,0.0,52.0,31.55,8.03,23.5,0.0,1.0,0,16.0,429.0,356.0,26.8125,54.0,105.25253656367788,0.0,4.0,35.0,18.0,16.0,325.0,365.0,13.0,22.8125,6.7795529689608625,1.0
0.0,0.0,0,Ashish Nehra,India,Pune Warriors,850000.0,42.0,11.0,6.0,49.0,22,0.0,0.0,9.8,50.0,98.0,0.0,0.0,3.0,3.0,0.35714285714285715,15.0,0.0,1.0,906.0,1130.0,0.0,50.0,22.6,7.48,18.1,0.0,0.0,0,2.0,23.0,20.0,11.5,22.0,81.25,0.0,0.0,2.0,1.0,4.0,85.0,95.0,6.0,23.75,6.365,1.0
0.0,0.0,0,R Ashwin,India,Chennai Super Kings,850000.0,52.0,15.0,5.0,52.0,11,0.0,0.0,5.2,73.0,71.23,0.0,0.0,4.0,0.0,0.2692307692307692,14.0,0.0,1.0,1176.0,1232.0,0.0,67.0,18.38,6.28,17.5,1.0,0.0,0,6.0,30.0,40.0,5.0,11.0,66.58119658119658,0.0,0.0,2.0,0.0,12.0,297.0,284.0,14.0,23.66666666666667,5.755897435897436,1.0
0.0,0.0,0,S Badrinath,India,Chennai Super Kings,850000.0,83.0,68.0,21.0,1525.0,71,1.0,1.0,32.44,1285.0,118.67,0.0,12.0,149.0,36.0,0.21686746987951808,18.0,0.0,0.0,18.0,22.0,0.0,1.0,22.0,7.33,18.0,0.0,0.0,0,15.0,356.0,310.0,23.73333333333333,55.0,117.75224253443831,0.0,2.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,Adam Gilchrist,Australia,Kings XI Punjab,900000.0,82.0,82.0,2.0,2156.0,109,0.0,1.0,26.95,1497.0,144.02,3.0,11.0,234.0,110.0,0.6951219512195121,57.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.0,289.0,200.0,18.0625,54.0,122.57974664224663,0.0,1.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1,Daniel Christian,Australia,Deccan Chargers,900000.0,64.0,53.0,13.0,692.0,54,0.0,1.0,17.3,525.0,131.8,0.0,1.0,35.0,32.0,0.421875,27.0,0.0,1.0,1069.0,1423.0,0.0,59.0,24.11,7.98,18.1,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0,Dinesh Karthik,India,Kings XI Punjab,900000.0,86.0,75.0,15.0,1466.0,90,0.0,1.0,24.43,1157.0,126.7,0.0,6.0,147.0,36.0,0.6162790697674418,53.0,21.0,0.0,12.0,10.0,0.0,1.0,10.0,5.0,12.0,0.0,0.0,0,14.0,278.0,242.0,19.857142857142858,69.0,108.38875901237688,0.0,1.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1,Kieron Pollard (retained),West Indies,Mumbai Indians,900000.0,112.0,97.0,21.0,1990.0,89,0.0,1.0,26.18,1222.0,162.84,0.0,9.0,128.0,137.0,0.4553571428571429,51.0,0.0,1.0,1700.0,2242.0,1.0,107.0,20.95,7.91,15.8,2.0,0.0,1,14.0,273.0,152.0,19.5,45.0,171.0837303882417,0.0,0.0,23.0,17.0,12.0,233.0,263.0,17.0,21.91666666666667,7.326173178673179,2.0
0.0,0.0,0,M Vijay (retained),India,Chennai Super Kings,900000.0,61.0,59.0,2.0,1598.0,127,0.0,1.0,28.03,1243.0,128.55,1.0,9.0,127.0,73.0,0.4262295081967213,26.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,15.0,458.0,305.0,30.53333333333333,127.0,126.12215645997772,1.0,3.0,36.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,Piyush Chawla,India,Kings XI Punjab,900000.0,72.0,41.0,14.0,396.0,33,0.0,1.0,14.66,349.0,113.46,0.0,0.0,35.0,10.0,0.2916666666666667,21.0,0.0,1.0,1475.0,1838.0,1.0,75.0,24.5,7.47,19.6,1.0,0.0,0,6.0,62.0,63.0,10.333333333333334,22.0,108.30433455433456,0.0,0.0,7.0,0.0,14.0,296.0,361.0,13.0,25.785714285714285,7.668070175438597,1.0
0.0,0.0,0,Sreesanth,India,Kochi,900000.0,53.0,17.0,10.0,72.0,19,0.0,0.0,10.28,91.0,79.12,0.0,0.0,13.0,0.0,0.16981132075471694,9.0,0.0,1.0,1062.0,1476.0,0.0,45.0,32.8,8.33,23.6,0.0,0.0,0,3.0,27.0,22.0,9.0,15.0,113.33333333333331,0.0,0.0,5.0,0.0,6.0,128.0,173.0,5.0,28.83333333333333,7.876717485413137,0.0
0.0,0.0,0,Zaheer Khan,India,Royal Challengers Bangalore,900000.0,75.0,33.0,18.0,157.0,26,0.0,0.0,10.46,160.0,98.12,0.0,0.0,15.0,2.0,0.24,18.0,0.0,1.0,1668.0,2148.0,0.0,75.0,28.64,7.72,22.2,1.0,0.0,0,3.0,24.0,13.0,8.0,23.0,96.29629629629628,0.0,0.0,3.0,1.0,14.0,295.0,371.0,18.0,26.5,7.700219780219782,3.0
0.0,0.0,1,Angelo Mathews,Sri Lanka,Pune Warriors,950000.0,54.0,46.0,13.0,857.0,65,0.0,1.0,25.96,708.0,121.04,0.0,3.0,67.0,24.0,0.3888888888888889,21.0,0.0,1.0,673.0,894.0,0.0,32.0,27.93,7.97,21.0,1.0,0.0,0,10.0,233.0,197.0,23.3,65.0,108.08366423492477,0.0,1.0,18.0,8.0,12.0,230.0,309.0,8.0,25.75,8.492966200466201,1.0
0.0,0.0,1,Johan Botha,South Africa,Rajasthan Royals,950000.0,91.0,69.0,25.0,934.0,67,0.0,1.0,21.22,849.0,110.01,0.0,2.0,71.0,16.0,0.4065934065934066,37.0,0.0,1.0,1986.0,1985.0,1.0,82.0,24.2,5.99,24.2,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,Ravindra Jadeja,India,Kochi,950000.0,54.0,43.0,9.0,832.0,47,0.0,1.0,24.47,711.0,117.01,0.0,0.0,60.0,28.0,0.3333333333333333,18.0,0.0,1.0,645.0,790.0,0.0,21.0,37.61,7.34,30.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1,Ross Taylor,New Zealand,Rajasthan Royals,1000000.0,114.0,107.0,23.0,2788.0,111,1.0,1.0,33.19,1895.0,147.12,1.0,14.0,205.0,164.0,0.4912280701754386,56.0,0.0,0.0,186.0,280.0,0.0,8.0,35.0,9.03,23.2,0.0,0.0,0,7.0,88.0,77.0,12.571428571428573,31.0,113.27651515151516,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1,AB de Villiers,South Africa,Royal Challengers Bangalore,1100000.0,88.0,81.0,16.0,1911.0,105,0.0,1.0,29.4,1516.0,126.05,1.0,11.0,145.0,62.0,0.7840909090909091,69.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,111.0,123.0,15.857142857142858,45.0,80.0837257980115,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1,Cameron White,Australia,Deccan Chargers,1100000.0,94.0,89.0,23.0,2064.0,141,1.0,1.0,31.27,1541.0,133.93,2.0,10.0,125.0,104.0,0.40425531914893614,38.0,0.0,1.0,334.0,503.0,0.0,23.0,21.86,9.03,14.5,1.0,0.0,0,5.0,48.0,33.0,9.6,21.0,192.91375291375286,0.0,0.0,3.0,3.0,1.0,7.0,18.0,0.0,18.0,15.428571428571429,0.0
0.0,0.0,1,Jacques Kallis,South Africa,Kolkata Knight Riders,1100000.0,82.0,81.0,12.0,2402.0,89,1.0,1.0,34.81,2107.0,114.0,0.0,21.0,246.0,51.0,0.4024390243902439,33.0,0.0,1.0,1256.0,1652.0,0.0,43.0,38.41,7.89,29.2,0.0,0.0,0,16.0,572.0,517.0,35.75,89.0,98.62652679737015,0.0,6.0,67.0,9.0,16.0,350.0,464.0,15.0,29.0,7.962115384615385,1.0
0.0,0.0,1,Muttiah Muralitharan,Sri Lanka,Kochi,1100000.0,94.0,25.0,8.0,57.0,11,0.0,0.0,3.35,74.0,77.02,0.0,0.0,3.0,1.0,0.23404255319148934,22.0,0.0,1.0,2148.0,2275.0,1.0,111.0,20.49,6.35,19.3,3.0,0.0,0,1.0,1.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,12.0,306.0,320.0,16.0,26.66666666666667,6.261674806674807,2.0
0.0,0.0,1,Dale Steyn,South Africa,Deccan Chargers,1200000.0,83.0,22.0,6.0,87.0,22,0.0,0.0,5.43,90.0,96.66,0.0,0.0,6.0,2.0,0.26506024096385544,22.0,0.0,1.0,1845.0,2087.0,1.0,88.0,23.71,6.78,20.9,1.0,0.0,0,4.0,13.0,17.0,3.25,8.0,47.22222222222222,0.0,0.0,2.0,0.0,15.0,382.0,377.0,17.0,25.13333333333333,5.849424501424504,3.0
0.0,0.0,0,Harbhajan Singh (retained),India,Mumbai Indians,1300000.0,86.0,48.0,18.0,523.0,49,0.0,1.0,17.43,360.0,145.27,0.0,0.0,46.0,28.0,0.2558139534883721,22.0,0.0,1.0,1788.0,1987.0,0.0,77.0,25.8,6.66,23.2,1.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,151.0,163.0,10.0,20.375,6.727692307692307,1.0
0.0,0.0,1,Shane Watson (retained),Australia,Rajasthan Royals,1300000.0,66.0,63.0,10.0,1715.0,97,1.0,1.0,32.35,1173.0,146.2,0.0,14.0,152.0,83.0,0.3333333333333333,22.0,0.0,1.0,1114.0,1344.0,0.0,55.0,24.43,7.23,20.2,1.0,0.0,1,5.0,185.0,117.0,37.0,60.0,138.1263157894737,0.0,2.0,18.0,9.0,6.0,139.0,177.0,7.0,29.5,7.58080808080808,2.0
0.0,0.0,0,Suresh Raina (retained),India,Chennai Super Kings,1300000.0,88.0,85.0,14.0,2527.0,101,1.0,1.0,35.59,1780.0,141.96,1.0,18.0,210.0,111.0,0.4545454545454545,40.0,0.0,1.0,554.0,650.0,0.0,24.0,27.08,7.03,23.0,1.0,0.0,1,16.0,528.0,387.0,33.0,83.0,131.33445012124034,0.0,4.0,45.0,23.0,12.0,147.0,174.0,7.0,14.5,6.859063852813853,0.0
0.0,0.0,1,David Hussey,Australia,Kings XI Punjab,1400000.0,155.0,150.0,29.0,3897.0,100,1.0,1.0,32.2,2827.0,137.84,1.0,22.0,263.0,167.0,0.5548387096774193,86.0,0.0,1.0,964.0,1188.0,0.0,43.0,27.62,7.39,22.4,0.0,0.0,0,6.0,94.0,89.0,15.666666666666664,31.0,103.57503607503608,0.0,0.0,5.0,5.0,5.0,60.0,80.0,0.0,16.0,8.8,0.0
1.0,0.0,1,Mahela Jayawardene,Sri Lanka,Kochi,1500000.0,103.0,100.0,17.0,2525.0,110,1.0,1.0,30.42,1841.0,137.15,2.0,16.0,277.0,68.0,0.4368932038834951,45.0,0.0,0.0,69.0,82.0,0.0,3.0,27.33,7.13,23.0,0.0,0.0,0,13.0,445.0,312.0,34.230769230769226,110.0,133.22450003408392,1.0,2.0,55.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
